priority_rank,sku,product_name,category,location,zone,latest_system_qty,latest_physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,location_adjustment_exposure,variance_event_count,recurring_variance,count_records,recount_count,recount_rate,transaction_volume,location_recurrence_flag,control_tier,control_reason,count_action_flag,priority_score,recommended_count_frequency
3173,SKU0094,Packaging 0094,Packaging,Z1-B02,Z1,587,587,0,0,111.80,65626.60,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3174,SKU0113,Safety Supplies 0113,Safety Supplies,Z1-B03,Z1,598,598,0,0,62.10,37135.80,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3175,SKU0127,Fasteners 0127,Fasteners,Z1-B01,Z1,965,965,0,0,113.90,109913.50,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3176,SKU0143,Safety Supplies 0143,Safety Supplies,Z2-B01,Z2,815,815,0,0,53.10,43276.50,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3177,SKU0155,Tools 0155,Tools,Z1-B01,Z1,915,915,0,0,97.50,89212.50,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3178,SKU0176,Consumables 0176,Consumables,Z3-B04,Z3,566,566,0,0,55.20,31243.20,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3179,SKU0179,Shipping Supplies 0179,Shipping Supplies,Z1-B01,Z1,727,727,0,0,66.30,48200.10,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3180,SKU0180,Material Handling 0180,Material Handling,Z2-B04,Z2,751,751,0,0,70.00,52570.00,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3181,SKU0184,Packaging 0184,Packaging,Z1-B04,Z1,1106,1106,0,0,84.80,93788.80,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3182,SKU0192,Electrical Components 0192,Electrical Components,Z2-B04,Z2,980,980,0,0,114.40,112112.00,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3183,SKU0198,Maintenance Parts 0198,Maintenance Parts,Z3-B02,Z3,821,821,0,0,16.60,13628.60,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3184,SKU0207,Fasteners 0207,Fasteners,Z1-B01,Z1,697,697,0,0,49.90,34780.30,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3185,SKU0211,Industrial Supplies 0211,Industrial Supplies,Z1-B01,Z1,910,910,0,0,64.70,58877.00,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3186,SKU0224,Packaging 0224,Packaging,Z2-B04,Z2,657,657,0,0,112.80,74109.60,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3187,SKU0235,Tools 0235,Tools,Z1-B01,Z1,711,711,0,0,33.50,23818.50,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3188,SKU0245,Tools 0245,Tools,Z1-B03,Z1,712,712,0,0,70.50,50196.00,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3189,SKU0253,Safety Supplies 0253,Safety Supplies,Z1-B03,Z1,678,678,0,0,100.10,67867.80,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3190,SKU0264,Packaging 0264,Packaging,Z1-B04,Z1,829,829,0,0,20.80,17243.20,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3191,SKU0292,Electrical Components 0292,Electrical Components,Z2-B04,Z2,893,893,0,0,4.40,3929.20,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3192,SKU0299,Shipping Supplies 0299,Shipping Supplies,Z1-B01,Z1,638,638,0,0,30.30,19331.40,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3193,SKU0299,Shipping Supplies 0299,Shipping Supplies,Z3-B01,Z3,672,672,0,0,30.30,20361.60,0.00,0,N,13,0,0.00,107,N,Routine,Routine: no recurring variance or recount pattern,N,5.38,Quarterly
3194,SKU0026,Consumables 0026,Consumables,Z3-B02,Z3,1040,1040,0,0,100.20,104208.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3195,SKU0032,Electrical Components 0032,Electrical Components,Z2-B04,Z2,782,782,0,0,122.40,95716.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3196,SKU0039,Shipping Supplies 0039,Shipping Supplies,Z1-B01,Z1,665,665,0,0,28.30,18819.50,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3197,SKU0050,Material Handling 0050,Material Handling,Z3-B02,Z3,766,766,0,0,69.00,52854.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3198,SKU0058,Maintenance Parts 0058,Maintenance Parts,Z3-B02,Z3,763,763,0,0,98.60,75231.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3199,SKU0059,Shipping Supplies 0059,Shipping Supplies,Z2-B01,Z2,807,807,0,0,102.30,82556.10,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3200,SKU0066,Consumables 0066,Consumables,Z1-B02,Z1,622,622,0,0,8.20,5100.40,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3201,SKU0067,Fasteners 0067,Fasteners,Z2-B01,Z2,646,646,0,0,11.90,7687.40,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3202,SKU0077,Fasteners 0077,Fasteners,Z2-B03,Z2,738,738,0,0,48.90,36088.20,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3203,SKU0079,Shipping Supplies 0079,Shipping Supplies,Z1-B01,Z1,895,895,0,0,56.30,50388.50,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3204,SKU0098,Maintenance Parts 0098,Maintenance Parts,Z3-B02,Z3,1013,1013,0,0,6.60,6685.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3205,SKU0106,Consumables 0106,Consumables,Z3-B02,Z3,804,804,0,0,36.20,29104.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3206,SKU0122,Electrical Components 0122,Electrical Components,Z3-B02,Z3,651,651,0,0,95.40,62105.40,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3207,SKU0129,Shipping Supplies 0129,Shipping Supplies,Z2-B03,Z2,473,473,0,0,121.30,57374.90,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3208,SKU0136,Consumables 0136,Consumables,Z2-B04,Z2,1033,1033,0,0,27.20,28097.60,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3209,SKU0140,Material Handling 0140,Material Handling,Z1-B04,Z1,603,603,0,0,42.00,25326.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3210,SKU0143,Safety Supplies 0143,Safety Supplies,Z1-B01,Z1,740,740,0,0,53.10,39294.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3211,SKU0144,Packaging 0144,Packaging,Z1-B04,Z1,862,862,0,0,56.80,48961.60,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3212,SKU0146,Consumables 0146,Consumables,Z3-B02,Z3,1029,1029,0,0,64.20,66061.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3213,SKU0149,Shipping Supplies 0149,Shipping Supplies,Z2-B03,Z2,599,599,0,0,75.30,45104.70,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3214,SKU0163,Safety Supplies 0163,Safety Supplies,Z2-B01,Z2,884,884,0,0,7.10,6276.40,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3215,SKU0169,Shipping Supplies 0169,Shipping Supplies,Z2-B03,Z2,677,677,0,0,29.30,19836.10,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3216,SKU0176,Consumables 0176,Consumables,Z1-B04,Z1,485,485,0,0,55.20,26772.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3217,SKU0183,Safety Supplies 0183,Safety Supplies,Z3-B01,Z3,1088,1088,0,0,81.10,88236.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3218,SKU0190,Material Handling 0190,Material Handling,Z1-B02,Z1,838,838,0,0,107.00,89666.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3219,SKU0206,Consumables 0206,Consumables,Z3-B02,Z3,703,703,0,0,46.20,32478.60,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3220,SKU0207,Fasteners 0207,Fasteners,Z3-B01,Z3,705,705,0,0,49.90,35179.50,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3221,SKU0209,Shipping Supplies 0209,Shipping Supplies,Z2-B03,Z2,867,867,0,0,57.30,49679.10,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3222,SKU0219,Shipping Supplies 0219,Shipping Supplies,Z1-B01,Z1,924,924,0,0,94.30,87133.20,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3223,SKU0227,Fasteners 0227,Fasteners,Z3-B01,Z3,868,868,0,0,123.90,107545.20,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3224,SKU0233,Safety Supplies 0233,Safety Supplies,Z1-B03,Z1,540,540,0,0,26.10,14094.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3225,SKU0233,Safety Supplies 0233,Safety Supplies,Z2-B03,Z2,639,639,0,0,26.10,16677.90,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3226,SKU0238,Maintenance Parts 0238,Maintenance Parts,Z3-B02,Z3,1021,1021,0,0,44.60,45536.60,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3227,SKU0254,Packaging 0254,Packaging,Z1-B02,Z1,762,762,0,0,103.80,79095.60,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3228,SKU0267,Fasteners 0267,Fasteners,Z2-B01,Z2,966,966,0,0,31.90,30815.40,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3229,SKU0280,Material Handling 0280,Material Handling,Z2-B04,Z2,712,712,0,0,80.00,56960.00,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3230,SKU0284,Packaging 0284,Packaging,Z2-B04,Z2,994,994,0,0,94.80,94231.20,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3231,SKU0287,Fasteners 0287,Fasteners,Z2-B01,Z2,1161,1161,0,0,105.90,122949.90,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3232,SKU0296,Consumables 0296,Consumables,Z1-B04,Z1,1179,1179,0,0,19.20,22636.80,0.00,0,N,13,0,0.00,106,N,Routine,Routine: no recurring variance or recount pattern,N,5.33,Quarterly
3233,SKU0040,Material Handling 0040,Material Handling,Z2-B04,Z2,813,813,0,0,32.00,26016.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3234,SKU0043,Safety Supplies 0043,Safety Supplies,Z3-B01,Z3,948,948,0,0,43.10,40858.80,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3235,SKU0045,Tools 0045,Tools,Z2-B03,Z2,1079,1079,0,0,50.50,54489.50,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3236,SKU0049,Shipping Supplies 0049,Shipping Supplies,Z2-B03,Z2,720,720,0,0,65.30,47016.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3237,SKU0051,Industrial Supplies 0051,Industrial Supplies,Z1-B01,Z1,752,752,0,0,72.70,54670.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3238,SKU0052,Electrical Components 0052,Electrical Components,Z1-B04,Z1,846,846,0,0,76.40,64634.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3239,SKU0056,Consumables 0056,Consumables,Z2-B04,Z2,570,570,0,0,91.20,51984.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3240,SKU0061,Industrial Supplies 0061,Industrial Supplies,Z1-B03,Z1,922,922,0,0,109.70,101143.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3241,SKU0083,Safety Supplies 0083,Safety Supplies,Z3-B01,Z3,513,513,0,0,71.10,36474.30,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3242,SKU0095,Tools 0095,Tools,Z3-B01,Z3,688,688,0,0,115.50,79464.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3243,SKU0102,Electrical Components 0102,Electrical Components,Z1-B02,Z1,428,428,0,0,21.40,9159.20,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3244,SKU0114,Packaging 0114,Packaging,Z1-B02,Z1,645,645,0,0,65.80,42441.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3245,SKU0138,Maintenance Parts 0138,Maintenance Parts,Z3-B02,Z3,470,470,0,0,34.60,16262.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3246,SKU0144,Packaging 0144,Packaging,Z3-B04,Z3,886,886,0,0,56.80,50324.80,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3247,SKU0151,Industrial Supplies 0151,Industrial Supplies,Z3-B01,Z3,718,718,0,0,82.70,59378.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3248,SKU0158,Maintenance Parts 0158,Maintenance Parts,Z3-B02,Z3,611,611,0,0,108.60,66354.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3249,SKU0173,Safety Supplies 0173,Safety Supplies,Z1-B03,Z1,955,955,0,0,44.10,42115.50,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3250,SKU0174,Packaging 0174,Packaging,Z3-B02,Z3,1016,1016,0,0,47.80,48564.80,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3251,SKU0182,Electrical Components 0182,Electrical Components,Z3-B02,Z3,1040,1040,0,0,77.40,80496.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3252,SKU0189,Shipping Supplies 0189,Shipping Supplies,Z2-B03,Z2,820,820,0,0,103.30,84706.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3253,SKU0210,Material Handling 0210,Material Handling,Z3-B02,Z3,1015,1015,0,0,61.00,61915.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3254,SKU0211,Industrial Supplies 0211,Industrial Supplies,Z3-B01,Z3,1138,1138,0,0,64.70,73628.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3255,SKU0216,Consumables 0216,Consumables,Z1-B04,Z1,678,678,0,0,83.20,56409.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3256,SKU0220,Material Handling 0220,Material Handling,Z1-B04,Z1,910,910,0,0,98.00,89180.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3257,SKU0231,Industrial Supplies 0231,Industrial Supplies,Z1-B01,Z1,1129,1129,0,0,18.70,21112.30,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3258,SKU0232,Electrical Components 0232,Electrical Components,Z1-B04,Z1,456,456,0,0,22.40,10214.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3259,SKU0237,Fasteners 0237,Fasteners,Z2-B03,Z2,868,868,0,0,40.90,35501.20,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3260,SKU0240,Material Handling 0240,Material Handling,Z1-B04,Z1,1123,1123,0,0,52.00,58396.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3261,SKU0240,Material Handling 0240,Material Handling,Z2-B04,Z2,1205,1205,0,0,52.00,62660.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3262,SKU0241,Industrial Supplies 0241,Industrial Supplies,Z2-B03,Z2,558,558,0,0,55.70,31080.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3263,SKU0242,Electrical Components 0242,Electrical Components,Z3-B02,Z3,606,606,0,0,59.40,35996.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3264,SKU0247,Fasteners 0247,Fasteners,Z2-B01,Z2,1003,1003,0,0,77.90,78133.70,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3265,SKU0248,Maintenance Parts 0248,Maintenance Parts,Z3-B04,Z3,1145,1145,0,0,81.60,93432.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3266,SKU0253,Safety Supplies 0253,Safety Supplies,Z2-B03,Z2,682,682,0,0,100.10,68268.20,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3267,SKU0271,Industrial Supplies 0271,Industrial Supplies,Z1-B01,Z1,608,608,0,0,46.70,28393.60,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3268,SKU0271,Industrial Supplies 0271,Industrial Supplies,Z2-B01,Z2,614,614,0,0,46.70,28673.80,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3269,SKU0275,Tools 0275,Tools,Z1-B01,Z1,935,935,0,0,61.50,57502.50,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3270,SKU0276,Consumables 0276,Consumables,Z1-B04,Z1,1070,1070,0,0,65.20,69764.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3271,SKU0280,Material Handling 0280,Material Handling,Z3-B04,Z3,643,643,0,0,80.00,51440.00,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3272,SKU0286,Consumables 0286,Consumables,Z1-B02,Z1,1102,1102,0,0,102.20,112624.40,0.00,0,N,13,0,0.00,105,N,Routine,Routine: no recurring variance or recount pattern,N,5.28,Quarterly
3273,SKU0008,Maintenance Parts 0008,Maintenance Parts,Z1-B04,Z1,1132,1132,0,0,33.60,38035.20,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3274,SKU0011,Industrial Supplies 0011,Industrial Supplies,Z2-B01,Z2,594,594,0,0,44.70,26551.80,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3275,SKU0011,Industrial Supplies 0011,Industrial Supplies,Z3-B01,Z3,715,715,0,0,44.70,31960.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3276,SKU0015,Tools 0015,Tools,Z1-B01,Z1,967,967,0,0,59.50,57536.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3277,SKU0018,Maintenance Parts 0018,Maintenance Parts,Z3-B02,Z3,579,579,0,0,70.60,40877.40,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3278,SKU0026,Consumables 0026,Consumables,Z1-B02,Z1,1117,1117,0,0,100.20,111923.40,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3279,SKU0027,Fasteners 0027,Fasteners,Z3-B01,Z3,489,489,0,0,103.90,50807.10,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3280,SKU0031,Industrial Supplies 0031,Industrial Supplies,Z3-B01,Z3,840,840,0,0,118.70,99708.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3281,SKU0035,Tools 0035,Tools,Z2-B01,Z2,1077,1077,0,0,13.50,14539.50,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3282,SKU0036,Consumables 0036,Consumables,Z3-B04,Z3,459,459,0,0,17.20,7894.80,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3283,SKU0056,Consumables 0056,Consumables,Z1-B04,Z1,535,535,0,0,91.20,48792.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3284,SKU0063,Safety Supplies 0063,Safety Supplies,Z2-B01,Z2,1038,1038,0,0,117.10,121549.80,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3285,SKU0080,Material Handling 0080,Material Handling,Z2-B04,Z2,1013,1013,0,0,60.00,60780.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3286,SKU0101,Industrial Supplies 0101,Industrial Supplies,Z2-B03,Z2,1078,1078,0,0,17.70,19080.60,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3287,SKU0111,Industrial Supplies 0111,Industrial Supplies,Z2-B01,Z2,530,530,0,0,54.70,28991.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3288,SKU0117,Fasteners 0117,Fasteners,Z1-B03,Z1,961,961,0,0,76.90,73900.90,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3289,SKU0123,Safety Supplies 0123,Safety Supplies,Z3-B01,Z3,669,669,0,0,99.10,66297.90,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3290,SKU0127,Fasteners 0127,Fasteners,Z2-B01,Z2,1012,1012,0,0,113.90,115266.80,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3291,SKU0140,Material Handling 0140,Material Handling,Z3-B04,Z3,580,580,0,0,42.00,24360.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3292,SKU0147,Fasteners 0147,Fasteners,Z2-B01,Z2,1047,1047,0,0,67.90,71091.30,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3293,SKU0151,Industrial Supplies 0151,Industrial Supplies,Z1-B01,Z1,681,681,0,0,82.70,56318.70,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3294,SKU0159,Shipping Supplies 0159,Shipping Supplies,Z2-B01,Z2,550,550,0,0,112.30,61765.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3295,SKU0159,Shipping Supplies 0159,Shipping Supplies,Z3-B01,Z3,697,697,0,0,112.30,78273.10,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3296,SKU0160,Material Handling 0160,Material Handling,Z3-B04,Z3,750,750,0,0,116.00,87000.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3297,SKU0166,Consumables 0166,Consumables,Z1-B02,Z1,1061,1061,0,0,18.20,19310.20,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3298,SKU0167,Fasteners 0167,Fasteners,Z1-B01,Z1,471,471,0,0,21.90,10314.90,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3299,SKU0179,Shipping Supplies 0179,Shipping Supplies,Z2-B01,Z2,751,751,0,0,66.30,49791.30,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3300,SKU0186,Consumables 0186,Consumables,Z3-B02,Z3,565,565,0,0,92.20,52093.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
3301,SKU0200,Material Handling 0200,Material Handling,Z1-B04,Z1,894,894,0,0,24.00,21456.00,0.00,0,N,13,0,0.00,104,N,Routine,Routine: no recurring variance or recount pattern,N,5.23,Quarterly
