snapshot_date,sku,location_id,opening_quantity,closing_quantity
2025-11-25,SKU011,DC01,293,291
2025-11-25,SKU011,DC02,468,466
2025-11-25,SKU011,DC03,337,335
2025-11-25,SKU011,DC04,36,35
2025-11-25,SKU012,DC01,33,31
2025-11-25,SKU012,DC02,358,356
2025-11-25,SKU012,DC03,85,84
2025-11-25,SKU012,DC04,19,17
2025-11-25,SKU013,DC01,0,0
2025-11-25,SKU013,DC02,8,6
2025-11-25,SKU013,DC03,67,66
2025-11-25,SKU013,DC04,28,26
2025-11-25,SKU014,DC01,0,0
2025-11-25,SKU014,DC02,10,8
2025-11-25,SKU014,DC03,2,0
2025-11-25,SKU014,DC04,120,118
2025-11-25,SKU015,DC01,0,0
2025-11-25,SKU015,DC02,126,123
2025-11-25,SKU015,DC03,94,92
2025-11-25,SKU015,DC04,3,0
2025-11-25,SKU016,DC01,0,0
2025-11-25,SKU016,DC02,18,15
2025-11-25,SKU016,DC03,61,57
2025-11-25,SKU016,DC04,0,0
2025-11-25,SKU017,DC01,0,0
2025-11-25,SKU017,DC02,210,206
2025-11-25,SKU017,DC03,50,46
2025-11-25,SKU017,DC04,0,0
2025-11-25,SKU018,DC01,676,676
2025-11-25,SKU018,DC02,763,763
2025-11-25,SKU018,DC03,353,352
2025-11-25,SKU018,DC04,424,423
2025-11-25,SKU019,DC01,530,593
2025-11-25,SKU019,DC02,326,323
2025-11-25,SKU019,DC03,459,496
2025-11-25,SKU019,DC04,346,345
2025-11-25,SKU020,DC01,276,274
2025-11-25,SKU020,DC02,271,269
2025-11-25,SKU020,DC03,219,218
2025-11-25,SKU020,DC04,0,0
2025-11-25,SKU021,DC01,64,62
2025-11-25,SKU021,DC02,132,131
2025-11-25,SKU021,DC03,52,52
2025-11-25,SKU021,DC04,171,169
2025-11-25,SKU022,DC01,50,47
2025-11-25,SKU022,DC02,0,0
2025-11-25,SKU022,DC03,0,0
2025-11-25,SKU022,DC04,0,0
2025-11-25,SKU023,DC01,6,4
2025-11-25,SKU023,DC02,27,25
2025-11-25,SKU023,DC03,24,21
2025-11-25,SKU023,DC04,34,31
2025-11-25,SKU024,DC01,16,13
2025-11-25,SKU024,DC02,16,14
2025-11-25,SKU024,DC03,0,0
2025-11-25,SKU024,DC04,0,0
2025-11-26,SKU001,DC01,682,680
2025-11-26,SKU001,DC02,568,567
2025-11-26,SKU001,DC03,811,809
2025-11-26,SKU001,DC04,248,247
2025-11-26,SKU002,DC01,280,277
2025-11-26,SKU002,DC02,331,330
2025-11-26,SKU002,DC03,106,104
2025-11-26,SKU002,DC04,0,0
2025-11-26,SKU003,DC01,132,130
2025-11-26,SKU003,DC02,7,5
2025-11-26,SKU003,DC03,201,214
2025-11-26,SKU003,DC04,153,151
2025-11-26,SKU004,DC01,156,155
2025-11-26,SKU004,DC02,12,10
2025-11-26,SKU004,DC03,0,0
2025-11-26,SKU004,DC04,66,64
2025-11-26,SKU005,DC01,0,0
2025-11-26,SKU005,DC02,0,0
2025-11-26,SKU005,DC03,0,0
2025-11-26,SKU005,DC04,0,0
2025-11-26,SKU006,DC01,0,0
2025-11-26,SKU006,DC02,59,55
2025-11-26,SKU006,DC03,0,0
2025-11-26,SKU006,DC04,40,86
2025-11-26,SKU007,DC01,0,0
2025-11-26,SKU007,DC02,0,0
2025-11-26,SKU007,DC03,35,33
2025-11-26,SKU007,DC04,30,27
2025-11-26,SKU008,DC01,171,168
2025-11-26,SKU008,DC02,0,0
2025-11-26,SKU008,DC03,0,0
2025-11-26,SKU008,DC04,89,135
2025-11-26,SKU009,DC01,503,502
2025-11-26,SKU009,DC02,464,463
2025-11-26,SKU009,DC03,301,301
2025-11-26,SKU009,DC04,567,566
2025-11-26,SKU010,DC01,342,342
2025-11-26,SKU010,DC02,470,470
2025-11-26,SKU010,DC03,588,587
2025-11-26,SKU010,DC04,312,312
2025-11-26,SKU011,DC01,291,291
2025-11-26,SKU011,DC02,466,466
2025-11-26,SKU011,DC03,335,334
2025-11-26,SKU011,DC04,35,33
2025-11-26,SKU012,DC01,31,29
2025-11-26,SKU012,DC02,356,355
2025-11-26,SKU012,DC03,84,108
2025-11-26,SKU012,DC04,17,16
2025-11-26,SKU013,DC01,0,0
2025-11-26,SKU013,DC02,6,3
2025-11-26,SKU013,DC03,66,63
2025-11-26,SKU013,DC04,26,24
2025-11-26,SKU014,DC01,0,0
2025-11-26,SKU014,DC02,8,5
2025-11-26,SKU014,DC03,0,0
2025-11-26,SKU014,DC04,118,115
2025-11-26,SKU015,DC01,0,0
2025-11-26,SKU015,DC02,123,120
2025-11-26,SKU015,DC03,92,89
2025-11-26,SKU015,DC04,0,0
2025-11-26,SKU016,DC01,0,0
2025-11-26,SKU016,DC02,15,13
2025-11-26,SKU016,DC03,57,55
2025-11-26,SKU016,DC04,0,0
2025-11-26,SKU017,DC01,0,0
2025-11-26,SKU017,DC02,206,201
2025-11-26,SKU017,DC03,46,41
2025-11-26,SKU017,DC04,0,0
2025-11-26,SKU018,DC01,676,676
2025-11-26,SKU018,DC02,763,761
2025-11-26,SKU018,DC03,352,351
2025-11-26,SKU018,DC04,423,423
2025-11-26,SKU019,DC01,593,592
2025-11-26,SKU019,DC02,323,321
2025-11-26,SKU019,DC03,496,494
2025-11-26,SKU019,DC04,345,344
2025-11-26,SKU020,DC01,274,272
2025-11-26,SKU020,DC02,269,268
2025-11-26,SKU020,DC03,218,216
2025-11-26,SKU020,DC04,0,0
2025-11-26,SKU021,DC01,62,62
2025-11-26,SKU021,DC02,131,128
2025-11-26,SKU021,DC03,52,50
2025-11-26,SKU021,DC04,169,219
2025-11-26,SKU022,DC01,47,45
2025-11-26,SKU022,DC02,0,0
2025-11-26,SKU022,DC03,0,0
2025-11-26,SKU022,DC04,0,0
2025-11-26,SKU023,DC01,4,2
2025-11-26,SKU023,DC02,25,24
2025-11-26,SKU023,DC03,21,19
2025-11-26,SKU023,DC04,31,29
2025-11-26,SKU024,DC01,13,11
2025-11-26,SKU024,DC02,14,11
2025-11-26,SKU024,DC03,0,0
2025-11-26,SKU024,DC04,0,0
2025-11-27,SKU001,DC01,680,679
2025-11-27,SKU001,DC02,567,565
2025-11-27,SKU001,DC03,809,808
2025-11-27,SKU001,DC04,247,247
2025-11-27,SKU002,DC01,277,276
2025-11-27,SKU002,DC02,330,328
2025-11-27,SKU002,DC03,104,103
2025-11-27,SKU002,DC04,0,0
2025-11-27,SKU003,DC01,130,129
2025-11-27,SKU003,DC02,5,2
2025-11-27,SKU003,DC03,214,212
2025-11-27,SKU003,DC04,151,149
2025-11-27,SKU004,DC01,155,153
2025-11-27,SKU004,DC02,10,9
2025-11-27,SKU004,DC03,0,0
2025-11-27,SKU004,DC04,64,63
2025-11-27,SKU005,DC01,0,0
2025-11-27,SKU005,DC02,0,0
2025-11-27,SKU005,DC03,0,0
2025-11-27,SKU005,DC04,0,0
2025-11-27,SKU006,DC01,0,0
2025-11-27,SKU006,DC02,55,52
2025-11-27,SKU006,DC03,0,0
2025-11-27,SKU006,DC04,86,83
2025-11-27,SKU007,DC01,0,0
2025-11-27,SKU007,DC02,0,0
2025-11-27,SKU007,DC03,33,30
2025-11-27,SKU007,DC04,27,23
2025-11-27,SKU008,DC01,168,164
2025-11-27,SKU008,DC02,0,0
2025-11-27,SKU008,DC03,0,0
2025-11-27,SKU008,DC04,135,131
2025-11-27,SKU009,DC01,502,501
2025-11-27,SKU009,DC02,463,461
2025-11-27,SKU009,DC03,301,300
2025-11-27,SKU009,DC04,566,565
2025-11-27,SKU010,DC01,342,341
2025-11-27,SKU010,DC02,470,468
2025-11-27,SKU010,DC03,587,586
2025-11-27,SKU010,DC04,312,312
2025-11-27,SKU011,DC01,291,291
2025-11-27,SKU011,DC02,466,466
2025-11-27,SKU011,DC03,334,333
2025-11-27,SKU011,DC04,33,32
2025-11-27,SKU012,DC01,29,28
2025-11-27,SKU012,DC02,355,352
2025-11-27,SKU012,DC03,108,106
2025-11-27,SKU012,DC04,16,14
2025-11-27,SKU013,DC01,0,0
2025-11-27,SKU013,DC02,3,1
2025-11-27,SKU013,DC03,63,61
2025-11-27,SKU013,DC04,24,23
2025-11-27,SKU014,DC01,0,0
2025-11-27,SKU014,DC02,5,2
2025-11-27,SKU014,DC03,0,0
2025-11-27,SKU014,DC04,115,112
2025-11-27,SKU015,DC01,0,0
2025-11-27,SKU015,DC02,120,117
2025-11-27,SKU015,DC03,89,85
2025-11-27,SKU015,DC04,0,0
2025-11-27,SKU016,DC01,0,0
2025-11-27,SKU016,DC02,13,9
2025-11-27,SKU016,DC03,55,50
2025-11-27,SKU016,DC04,0,0
2025-11-27,SKU017,DC01,0,0
2025-11-27,SKU017,DC02,201,196
2025-11-27,SKU017,DC03,41,35
2025-11-27,SKU017,DC04,0,0
2025-11-27,SKU018,DC01,676,674
2025-11-27,SKU018,DC02,761,761
2025-11-27,SKU018,DC03,351,349
2025-11-27,SKU018,DC04,423,423
2025-11-27,SKU019,DC01,592,591
2025-11-27,SKU019,DC02,321,320
2025-11-27,SKU019,DC03,494,492
2025-11-27,SKU019,DC04,344,343
2025-11-27,SKU020,DC01,272,270
2025-11-27,SKU020,DC02,268,267
2025-11-27,SKU020,DC03,216,215
2025-11-27,SKU020,DC04,0,0
2025-11-27,SKU021,DC01,62,61
2025-11-27,SKU021,DC02,128,127
2025-11-27,SKU021,DC03,50,47
2025-11-27,SKU021,DC04,219,216
2025-11-27,SKU022,DC01,45,42
2025-11-27,SKU022,DC02,0,0
2025-11-27,SKU022,DC03,0,0
2025-11-27,SKU022,DC04,0,0
2025-11-27,SKU023,DC01,2,0
2025-11-27,SKU023,DC02,24,23
2025-11-27,SKU023,DC03,19,17
2025-11-27,SKU023,DC04,29,27
2025-11-27,SKU024,DC01,11,8
2025-11-27,SKU024,DC02,11,8
2025-11-27,SKU024,DC03,0,0
2025-11-27,SKU024,DC04,0,0
2025-11-28,SKU001,DC01,679,677
2025-11-28,SKU001,DC02,565,563
2025-11-28,SKU001,DC03,808,806
2025-11-28,SKU001,DC04,247,246
2025-11-28,SKU002,DC01,276,274
2025-11-28,SKU002,DC02,328,380
2025-11-28,SKU002,DC03,103,118
2025-11-28,SKU002,DC04,0,0
2025-11-28,SKU003,DC01,129,127
2025-11-28,SKU003,DC02,2,0
2025-11-28,SKU003,DC03,212,210
2025-11-28,SKU003,DC04,149,147
2025-11-28,SKU004,DC01,153,151
2025-11-28,SKU004,DC02,9,8
2025-11-28,SKU004,DC03,0,0
2025-11-28,SKU004,DC04,63,61
2025-11-28,SKU005,DC01,0,0
2025-11-28,SKU005,DC02,0,0
2025-11-28,SKU005,DC03,0,43
2025-11-28,SKU005,DC04,0,0
2025-11-28,SKU006,DC01,0,0
2025-11-28,SKU006,DC02,52,51
2025-11-28,SKU006,DC03,0,0
2025-11-28,SKU006,DC04,83,81
2025-11-28,SKU007,DC01,0,0
2025-11-28,SKU007,DC02,0,0
2025-11-28,SKU007,DC03,30,28
2025-11-28,SKU007,DC04,23,19
2025-11-28,SKU008,DC01,164,161
2025-11-28,SKU008,DC02,0,0
2025-11-28,SKU008,DC03,0,0
2025-11-28,SKU008,DC04,131,128
2025-11-28,SKU009,DC01,501,501
2025-11-28,SKU009,DC02,461,460
2025-11-28,SKU009,DC03,300,299
2025-11-28,SKU009,DC04,565,565
2025-11-28,SKU010,DC01,341,340
2025-11-28,SKU010,DC02,468,468
2025-11-28,SKU010,DC03,586,584
2025-11-28,SKU010,DC04,312,310
2025-11-28,SKU011,DC01,291,291
2025-11-28,SKU011,DC02,466,465
2025-11-28,SKU011,DC03,333,330
2025-11-28,SKU011,DC04,32,30
2025-11-28,SKU012,DC01,28,27
2025-11-28,SKU012,DC02,352,366
2025-11-28,SKU012,DC03,106,104
2025-11-28,SKU012,DC04,14,12
2025-11-28,SKU013,DC01,0,0
2025-11-28,SKU013,DC02,1,0
2025-11-28,SKU013,DC03,61,60
2025-11-28,SKU013,DC04,23,20
2025-11-28,SKU014,DC01,0,0
2025-11-28,SKU014,DC02,2,1
2025-11-28,SKU014,DC03,0,0
2025-11-28,SKU014,DC04,112,110
2025-11-28,SKU015,DC01,0,0
2025-11-28,SKU015,DC02,117,115
2025-11-28,SKU015,DC03,85,83
2025-11-28,SKU015,DC04,0,58
2025-11-28,SKU016,DC01,0,0
2025-11-28,SKU016,DC02,9,6
2025-11-28,SKU016,DC03,50,46
2025-11-28,SKU016,DC04,0,0
2025-11-28,SKU017,DC01,0,0
2025-11-28,SKU017,DC02,196,190
2025-11-28,SKU017,DC03,35,29
2025-11-28,SKU017,DC04,0,0
2025-11-28,SKU018,DC01,674,728
2025-11-28,SKU018,DC02,761,761
2025-11-28,SKU018,DC03,349,348
2025-11-28,SKU018,DC04,423,422
2025-11-28,SKU019,DC01,591,590
2025-11-28,SKU019,DC02,320,318
2025-11-28,SKU019,DC03,492,491
2025-11-28,SKU019,DC04,343,341
2025-11-28,SKU020,DC01,270,269
2025-11-28,SKU020,DC02,267,332
2025-11-28,SKU020,DC03,215,214
2025-11-28,SKU020,DC04,0,0
2025-11-28,SKU021,DC01,61,60
2025-11-28,SKU021,DC02,127,126
2025-11-28,SKU021,DC03,47,44
2025-11-28,SKU021,DC04,216,215
2025-11-28,SKU022,DC01,42,39
2025-11-28,SKU022,DC02,0,0
2025-11-28,SKU022,DC03,0,0
2025-11-28,SKU022,DC04,0,0
2025-11-28,SKU023,DC01,0,0
2025-11-28,SKU023,DC02,23,20
2025-11-28,SKU023,DC03,17,15
2025-11-28,SKU023,DC04,27,97
2025-11-28,SKU024,DC01,8,6
2025-11-28,SKU024,DC02,8,5
2025-11-28,SKU024,DC03,0,0
2025-11-28,SKU024,DC04,0,0
2025-11-29,SKU001,DC01,677,677
2025-11-29,SKU001,DC02,563,563
2025-11-29,SKU001,DC03,806,804
2025-11-29,SKU001,DC04,246,317
2025-11-29,SKU002,DC01,274,273
2025-11-29,SKU002,DC02,380,379
2025-11-29,SKU002,DC03,118,115
2025-11-29,SKU002,DC04,0,0
2025-11-29,SKU003,DC01,127,126
2025-11-29,SKU003,DC02,0,28
2025-11-29,SKU003,DC03,210,208
2025-11-29,SKU003,DC04,147,146
2025-11-29,SKU004,DC01,151,150
2025-11-29,SKU004,DC02,8,6
2025-11-29,SKU004,DC03,0,0
2025-11-29,SKU004,DC04,61,118
2025-11-29,SKU005,DC01,0,0
2025-11-29,SKU005,DC02,0,0
2025-11-29,SKU005,DC03,43,39
2025-11-29,SKU005,DC04,0,0
2025-11-29,SKU006,DC01,0,0
2025-11-29,SKU006,DC02,51,47
2025-11-29,SKU006,DC03,0,0
2025-11-29,SKU006,DC04,81,78
2025-11-29,SKU007,DC01,0,0
2025-11-29,SKU007,DC02,0,0
2025-11-29,SKU007,DC03,28,25
2025-11-29,SKU007,DC04,19,16
2025-11-29,SKU008,DC01,161,158
2025-11-29,SKU008,DC02,0,0
2025-11-29,SKU008,DC03,0,0
2025-11-29,SKU008,DC04,128,123
2025-11-29,SKU009,DC01,501,500
2025-11-29,SKU009,DC02,460,460
2025-11-29,SKU009,DC03,299,297
2025-11-29,SKU009,DC04,565,564
2025-11-29,SKU010,DC01,340,339
2025-11-29,SKU010,DC02,468,466
2025-11-29,SKU010,DC03,584,583
2025-11-29,SKU010,DC04,310,309
2025-11-29,SKU011,DC01,291,290
2025-11-29,SKU011,DC02,465,464
2025-11-29,SKU011,DC03,330,327
2025-11-29,SKU011,DC04,30,29
2025-11-29,SKU012,DC01,27,26
2025-11-29,SKU012,DC02,366,365
2025-11-29,SKU012,DC03,104,104
2025-11-29,SKU012,DC04,12,12
2025-11-29,SKU013,DC01,0,0
2025-11-29,SKU013,DC02,0,0
2025-11-29,SKU013,DC03,60,58
2025-11-29,SKU013,DC04,20,18
2025-11-29,SKU014,DC01,0,0
2025-11-29,SKU014,DC02,1,0
2025-11-29,SKU014,DC03,0,0
2025-11-29,SKU014,DC04,110,107
2025-11-29,SKU015,DC01,0,0
2025-11-29,SKU015,DC02,115,176
2025-11-29,SKU015,DC03,83,80
2025-11-29,SKU015,DC04,58,55
2025-11-29,SKU016,DC01,0,0
2025-11-29,SKU016,DC02,6,3
2025-11-29,SKU016,DC03,46,42
2025-11-29,SKU016,DC04,0,0
2025-11-29,SKU017,DC01,0,0
2025-11-29,SKU017,DC02,190,185
2025-11-29,SKU017,DC03,29,24
2025-11-29,SKU017,DC04,0,0
2025-11-29,SKU018,DC01,728,727
2025-11-29,SKU018,DC02,761,761
2025-11-29,SKU018,DC03,348,347
2025-11-29,SKU018,DC04,422,422
2025-11-29,SKU019,DC01,590,589
2025-11-29,SKU019,DC02,318,316
2025-11-29,SKU019,DC03,491,490
2025-11-29,SKU019,DC04,341,340
2025-11-29,SKU020,DC01,269,268
2025-11-29,SKU020,DC02,332,331
2025-11-29,SKU020,DC03,214,213
2025-11-29,SKU020,DC04,0,0
2025-11-29,SKU021,DC01,60,58
2025-11-29,SKU021,DC02,126,125
2025-11-29,SKU021,DC03,44,42
2025-11-29,SKU021,DC04,215,213
2025-11-29,SKU022,DC01,39,35
2025-11-29,SKU022,DC02,0,0
2025-11-29,SKU022,DC03,0,0
2025-11-29,SKU022,DC04,0,0
2025-11-29,SKU023,DC01,0,0
2025-11-29,SKU023,DC02,20,19
2025-11-29,SKU023,DC03,15,13
2025-11-29,SKU023,DC04,97,94
2025-11-29,SKU024,DC01,6,2
2025-11-29,SKU024,DC02,5,2
2025-11-29,SKU024,DC03,0,0
2025-11-29,SKU024,DC04,0,0
2025-11-30,SKU001,DC01,677,676
2025-11-30,SKU001,DC02,563,563
2025-11-30,SKU001,DC03,804,803
2025-11-30,SKU001,DC04,317,317
2025-11-30,SKU002,DC01,273,270
2025-11-30,SKU002,DC02,379,377
2025-11-30,SKU002,DC03,115,114
2025-11-30,SKU002,DC04,0,0
2025-11-30,SKU003,DC01,126,123
2025-11-30,SKU003,DC02,28,26
2025-11-30,SKU003,DC03,208,208
2025-11-30,SKU003,DC04,146,145
2025-11-30,SKU004,DC01,150,148
2025-11-30,SKU004,DC02,6,4
2025-11-30,SKU004,DC03,0,0
2025-11-30,SKU004,DC04,118,116
2025-11-30,SKU005,DC01,0,0
2025-11-30,SKU005,DC02,0,0
2025-11-30,SKU005,DC03,39,36
2025-11-30,SKU005,DC04,0,0
2025-11-30,SKU006,DC01,0,0
2025-11-30,SKU006,DC02,47,44
2025-11-30,SKU006,DC03,0,0
2025-11-30,SKU006,DC04,78,74
2025-11-30,SKU007,DC01,0,0
2025-11-30,SKU007,DC02,0,0
2025-11-30,SKU007,DC03,25,21
2025-11-30,SKU007,DC04,16,13
2025-11-30,SKU008,DC01,158,155
2025-11-30,SKU008,DC02,0,0
2025-11-30,SKU008,DC03,0,0
2025-11-30,SKU008,DC04,123,119
2025-11-30,SKU009,DC01,500,499
2025-11-30,SKU009,DC02,460,459
2025-11-30,SKU009,DC03,297,295
2025-11-30,SKU009,DC04,564,563
2025-11-30,SKU010,DC01,339,338
2025-11-30,SKU010,DC02,466,465
2025-11-30,SKU010,DC03,583,583
2025-11-30,SKU010,DC04,309,308
2025-11-30,SKU011,DC01,290,288
2025-11-30,SKU011,DC02,464,462
2025-11-30,SKU011,DC03,327,325
2025-11-30,SKU011,DC04,29,29
2025-11-30,SKU012,DC01,26,24
2025-11-30,SKU012,DC02,365,364
2025-11-30,SKU012,DC03,104,102
2025-11-30,SKU012,DC04,12,11
2025-11-30,SKU013,DC01,0,0
2025-11-30,SKU013,DC02,0,0
2025-11-30,SKU013,DC03,58,56
2025-11-30,SKU013,DC04,18,16
2025-11-30,SKU014,DC01,0,0
2025-11-30,SKU014,DC02,0,0
2025-11-30,SKU014,DC03,0,0
2025-11-30,SKU014,DC04,107,104
2025-11-30,SKU015,DC01,0,0
2025-11-30,SKU015,DC02,176,173
2025-11-30,SKU015,DC03,80,78
2025-11-30,SKU015,DC04,55,52
2025-11-30,SKU016,DC01,0,0
2025-11-30,SKU016,DC02,3,0
2025-11-30,SKU016,DC03,42,40
2025-11-30,SKU016,DC04,0,0
2025-11-30,SKU017,DC01,0,0
2025-11-30,SKU017,DC02,185,180
2025-11-30,SKU017,DC03,24,19
2025-11-30,SKU017,DC04,0,0
2025-11-30,SKU018,DC01,727,726
2025-11-30,SKU018,DC02,761,759
2025-11-30,SKU018,DC03,347,347
2025-11-30,SKU018,DC04,422,420
2025-11-30,SKU019,DC01,589,588
2025-11-30,SKU019,DC02,316,314
2025-11-30,SKU019,DC03,490,489
2025-11-30,SKU019,DC04,340,338
2025-11-30,SKU020,DC01,268,266
2025-11-30,SKU020,DC02,331,330
2025-11-30,SKU020,DC03,213,213
2025-11-30,SKU020,DC04,0,0
2025-11-30,SKU021,DC01,58,57
2025-11-30,SKU021,DC02,125,124
2025-11-30,SKU021,DC03,42,39
2025-11-30,SKU021,DC04,213,211
2025-11-30,SKU022,DC01,35,32
2025-11-30,SKU022,DC02,0,0
2025-11-30,SKU022,DC03,0,0
2025-11-30,SKU022,DC04,0,0
2025-11-30,SKU023,DC01,0,0
2025-11-30,SKU023,DC02,19,17
2025-11-30,SKU023,DC03,13,11
2025-11-30,SKU023,DC04,94,92
2025-11-30,SKU024,DC01,2,0
2025-11-30,SKU024,DC02,2,0
2025-11-30,SKU024,DC03,0,0
2025-11-30,SKU024,DC04,0,0
2025-12-01,SKU001,DC01,676,675
2025-12-01,SKU001,DC02,563,562
2025-12-01,SKU001,DC03,803,802
2025-12-01,SKU001,DC04,317,316
2025-12-01,SKU002,DC01,270,270
2025-12-01,SKU002,DC02,377,376
2025-12-01,SKU002,DC03,114,113
2025-12-01,SKU002,DC04,0,0
2025-12-01,SKU003,DC01,123,122
2025-12-01,SKU003,DC02,26,25
2025-12-01,SKU003,DC03,208,242
2025-12-01,SKU003,DC04,145,143
2025-12-01,SKU004,DC01,148,146
2025-12-01,SKU004,DC02,4,3
2025-12-01,SKU004,DC03,0,0
2025-12-01,SKU004,DC04,116,114
2025-12-01,SKU005,DC01,0,0
2025-12-01,SKU005,DC02,0,0
2025-12-01,SKU005,DC03,36,32
2025-12-01,SKU005,DC04,0,0
2025-12-01,SKU006,DC01,0,0
2025-12-01,SKU006,DC02,44,42
2025-12-01,SKU006,DC03,0,0
2025-12-01,SKU006,DC04,74,71
2025-12-01,SKU007,DC01,0,0
2025-12-01,SKU007,DC02,0,0
2025-12-01,SKU007,DC03,21,18
2025-12-01,SKU007,DC04,13,10
2025-12-01,SKU008,DC01,155,151
2025-12-01,SKU008,DC02,0,0
2025-12-01,SKU008,DC03,0,0
2025-12-01,SKU008,DC04,119,116
2025-12-01,SKU009,DC01,499,499
2025-12-01,SKU009,DC02,459,458
2025-12-01,SKU009,DC03,295,293
2025-12-01,SKU009,DC04,563,563
2025-12-01,SKU010,DC01,338,338
2025-12-01,SKU010,DC02,465,465
2025-12-01,SKU010,DC03,583,582
2025-12-01,SKU010,DC04,308,308
2025-12-01,SKU011,DC01,288,286
2025-12-01,SKU011,DC02,462,460
2025-12-01,SKU011,DC03,325,324
2025-12-01,SKU011,DC04,29,27
2025-12-01,SKU012,DC01,24,22
2025-12-01,SKU012,DC02,364,362
2025-12-01,SKU012,DC03,102,100
2025-12-01,SKU012,DC04,11,9
2025-12-01,SKU013,DC01,0,0
2025-12-01,SKU013,DC02,0,0
2025-12-01,SKU013,DC03,56,55
2025-12-01,SKU013,DC04,16,15
2025-12-01,SKU014,DC01,0,0
2025-12-01,SKU014,DC02,0,0
2025-12-01,SKU014,DC03,0,0
2025-12-01,SKU014,DC04,104,101
2025-12-01,SKU015,DC01,0,0
2025-12-01,SKU015,DC02,173,171
2025-12-01,SKU015,DC03,78,76
2025-12-01,SKU015,DC04,52,50
2025-12-01,SKU016,DC01,0,0
2025-12-01,SKU016,DC02,0,0
2025-12-01,SKU016,DC03,40,36
2025-12-01,SKU016,DC04,0,0
2025-12-01,SKU017,DC01,0,0
2025-12-01,SKU017,DC02,180,175
2025-12-01,SKU017,DC03,19,13
2025-12-01,SKU017,DC04,0,0
2025-12-01,SKU018,DC01,726,726
2025-12-01,SKU018,DC02,759,758
2025-12-01,SKU018,DC03,347,346
2025-12-01,SKU018,DC04,420,419
2025-12-01,SKU019,DC01,588,587
2025-12-01,SKU019,DC02,314,313
2025-12-01,SKU019,DC03,489,487
2025-12-01,SKU019,DC04,338,338
2025-12-01,SKU020,DC01,266,265
2025-12-01,SKU020,DC02,330,327
2025-12-01,SKU020,DC03,213,213
2025-12-01,SKU020,DC04,0,0
2025-12-01,SKU021,DC01,57,56
2025-12-01,SKU021,DC02,124,121
2025-12-01,SKU021,DC03,39,37
2025-12-01,SKU021,DC04,211,208
2025-12-01,SKU022,DC01,32,30
2025-12-01,SKU022,DC02,0,0
2025-12-01,SKU022,DC03,0,0
2025-12-01,SKU022,DC04,0,0
2025-12-01,SKU023,DC01,0,0
2025-12-01,SKU023,DC02,17,14
2025-12-01,SKU023,DC03,11,8
2025-12-01,SKU023,DC04,92,90
2025-12-01,SKU024,DC01,0,0
2025-12-01,SKU024,DC02,0,0
2025-12-01,SKU024,DC03,0,0
2025-12-01,SKU024,DC04,0,0
2025-12-02,SKU001,DC01,675,674
2025-12-02,SKU001,DC02,562,562
2025-12-02,SKU001,DC03,802,801
2025-12-02,SKU001,DC04,316,316
2025-12-02,SKU002,DC01,270,268
2025-12-02,SKU002,DC02,376,375
2025-12-02,SKU002,DC03,113,113
2025-12-02,SKU002,DC04,0,0
2025-12-02,SKU003,DC01,122,120
2025-12-02,SKU003,DC02,25,23
2025-12-02,SKU003,DC03,242,239
2025-12-02,SKU003,DC04,143,141
2025-12-02,SKU004,DC01,146,143
2025-12-02,SKU004,DC02,3,2
2025-12-02,SKU004,DC03,0,0
2025-12-02,SKU004,DC04,114,111
2025-12-02,SKU005,DC01,0,62
2025-12-02,SKU005,DC02,0,0
2025-12-02,SKU005,DC03,32,29
2025-12-02,SKU005,DC04,0,0
2025-12-02,SKU006,DC01,0,0
2025-12-02,SKU006,DC02,42,40
2025-12-02,SKU006,DC03,0,0
2025-12-02,SKU006,DC04,71,68
2025-12-02,SKU007,DC01,0,62
2025-12-02,SKU007,DC02,0,0
2025-12-02,SKU007,DC03,18,16
2025-12-02,SKU007,DC04,10,7
2025-12-02,SKU008,DC01,151,164
2025-12-02,SKU008,DC02,0,0
2025-12-02,SKU008,DC03,0,0
2025-12-02,SKU008,DC04,116,112
2025-12-02,SKU009,DC01,499,498
2025-12-02,SKU009,DC02,458,456
2025-12-02,SKU009,DC03,293,293
2025-12-02,SKU009,DC04,563,562
2025-12-02,SKU010,DC01,338,336
2025-12-02,SKU010,DC02,465,464
2025-12-02,SKU010,DC03,582,581
2025-12-02,SKU010,DC04,308,307
2025-12-02,SKU011,DC01,286,286
2025-12-02,SKU011,DC02,460,458
2025-12-02,SKU011,DC03,324,323
2025-12-02,SKU011,DC04,27,26
2025-12-02,SKU012,DC01,22,20
2025-12-02,SKU012,DC02,362,406
2025-12-02,SKU012,DC03,100,99
2025-12-02,SKU012,DC04,9,7
2025-12-02,SKU013,DC01,0,0
2025-12-02,SKU013,DC02,0,0
2025-12-02,SKU013,DC03,55,53
2025-12-02,SKU013,DC04,15,14
2025-12-02,SKU014,DC01,0,0
2025-12-02,SKU014,DC02,0,0
2025-12-02,SKU014,DC03,0,0
2025-12-02,SKU014,DC04,101,99
2025-12-02,SKU015,DC01,0,0
2025-12-02,SKU015,DC02,171,167
2025-12-02,SKU015,DC03,76,73
2025-12-02,SKU015,DC04,50,48
2025-12-02,SKU016,DC01,0,0
2025-12-02,SKU016,DC02,0,0
2025-12-02,SKU016,DC03,36,66
2025-12-02,SKU016,DC04,0,0
2025-12-02,SKU017,DC01,0,0
2025-12-02,SKU017,DC02,175,171
